,count
KO，首先要学会拿队友练习你的闪光，每回合投掷完闪光后，下一回合右边会显示你上一回合的数据，看闪致盲队友，那说明你成功了一半,1
大莫老师好,1
大莫老师有说对面eco局哦，大部分是会捡的，除非知道这个技巧,1
这个我会，但很少有机会用出来，哈哈哈哈哈哈,1
背着跑那就是送背身，强迫对方离开架枪点一样能达到效果,1
往回游别手贱按左键扑出去，你的队友会夸你的,1
还在蹲还在蹲,1
复活吧！我的大莫！,1
不需要你看清，你只要屏幕上闪到有人，小地图就会标,1
主包绝活,1
鸟又懂不掉，呢打鸟就等于拉枪线了,1
倪萍的烧火棍,1
关键是很多人不准，还非要秒锁钱包，最后的结果就是5个人钱包倒数第一，杀人不过10，还把把跟队友要大狙，经济黑洞了属于是,1
大当斯凯的狗用是吧,1
老六我擦,1
这波牛牛云了，一箭半血，两箭是可以秒满甲敌人的,1
所以up说了不算太好用啊 但是有些情况对面确实不一定跑的 自己拿捏,1
奶妈不交蹲后跳延长冰墙吗，这个用处更大,1
爱你，大莫老师,1
造旨是吧,1
美国人理解一下,1
当对面啥子呢,1
看的出来确实不会,1
唐滋,1
我超，大莫老师有真东西啊,1
那看不清怎么办,1
然后这个时候被c点出来的人补了,1
你是蔡伦吗,1
q？,1
是的，国服见过玩得好的夜露，那真是把对面秀翻了,1
这个位置要前压最好让队友给你来颗单向烟,1
p5的BGM好评,1
我寻思你直播道具怎么就几乎没变过位置呢？,1
钢索大莫老师自己都还没玩明白呢，等上了国服第一再出教学,1
mmm,1
不愧是夜露的招数,1
造指？主包的文化造诣也就这样了,1
到了小丑,1
卡牌大师就行,1
他居然在真的想教会我？,1
这也太新（手）了点,1
第一段完全可以拿来探点，职业比赛的用法,1
瞬间明白,1
不加左键我不认可,1
去自定义飞十分钟就没那么磕巴了,1
大莫老师，堂堂复活,1
哈哈哈哈哈哈心真脏,1
@四川幽默姐,1
下三段没用，不会躲的,1
你复活啦,1
记得jett跳起来dash更远,1
你的声音真的很瓶子,1
蒂罗呢,1
看不清（,1
坏了 真学到东西了,1
不是c嘛,1
残局也可以用tp再取消来捡包,1
p5的bgm么,1
无畏契约是现实世界，泽丽相当于霓虹世界的游戏人物,1
啊？瓶子？,1
他还是这么爱p5r,1
只能说拳头下手太狠，要是双卡tp还回来，那钱博尔的出场率绝对能恢复一截,1
青铜欢乐局 不需要,1
？？？？？钓鱼 。多蠢,1
直接一发,1
这个位置也可以放上面洗头，不过要熟练,1
世界第一奇乐教学！,1
这就是泽丽，俩英雄同步上线的,1
尽量别扔太高，可能对方会看不到,1
p5的BGM吗？,1
问题是，黑铁局那些人都不带躲的，硬吃,1
这有头皮的，有人看直接没了,1
真有人架这闪还没出头就被点了,1
问题是，黑铁局他不带回头的，直接莽,1
空岛的神!,1
主要是会在小地图上留下标记,1
半藏（bushi）,1
鼠标敲键盘,1
这不是卡牌大师吗,1
为一直好奇夜露开大会像ow的黑影那样被别人打空气打死吗,1
低端局谁背闪啊 都吃,1
萨拉曼达老公呢,1
大漠老师！！！,1
别闪烧到队友就行,1
怎么声音那么像瓶子,1
然而我都不知道鸟是干嘛的,1
小美墙也这么封的,1
泽丽和霓虹一个设计师，并且她们两个的电一个正极一个负极,1
狂鼠吗,1
职业都是弹地闪,1
也可以面向左边向左打闪然后再向右背闪拉，也可以做到人闪同出,1
实际上就是有三个点，你刚好站在炸弹上，是往天上飞，往前一点是往前，然后还有一定的高度，剩下的就是直往前飞,1
造诣（zhii）,1
萌新：我看看怎么个事,1
KO太吃队友配合补枪了,1
up改键了的，qc换了,1
Viper还在尽力（doge）,1
紫色跟绿色真是互补色吗。。,1
新手第一反应是，握草这什么技能,1
紫色和黄色才是互补色啊（震怒,1
eco局有大招者是否有点…,1
我觉得球烟可以控制比较适合教给新手，我不怎么玩捷好久才知道,1
不好意思，高手从不假传——青铜三领导者,1
雕爆了,1
芮娜回血可以被墙挡,1
我看过实战版的，留了两发，笑死我了,1
亚海悬城B包点箱子缝隙里藏是最NB的，看都看不到,1
不，就照着面前墙扔，让反弹到身后,1
大莫老师还是这么喜欢p5的bgm,1
什么P5,1
很多职业选手都是紫色,1
绿色和紫色不是互补色但是紫色是由红色和蓝色混合的在色环上也是相对的,1
就属你绊线放的抽象,1
钢索没讲,1
建议多拉出去些，别撞枪口,1
大莫老师！,1
我试过，拉满朝天落地时间是17s而射地面反弹是22s,1
这个没啥必要,1
这个技巧火男也可以用,1
p5bgm,1
是时候拿出彩六陷阱位的理解了,1
《我不想报菜名》,1
p5BGM,1
woc，p5的曲子,1
不需要自己看到，摇到小地图就会显示,1
黄金局实测没用 出去3双大眼瞪着我,1
别人的e啊,1
萌新表示很有用大莫老师,1
清到1的可真是机灵鬼，没见过留1发子弹1枪头？,1
当狂鼠玩呗,1
左键是不一样的，左键慢太多了,1
所以有句话叫傻X克高手,1
你是谁啊,1
郑宇健↓,1
？中之人瓶子是吧,1
然后控队友一下,1
瓶子小号？,1
我焯学到了,1
熟练后记得没事跳一跳，不然很容易被打掉,1
斯凯其实也是,1
然后在找角度的时候被对面抓timing拉出来杀了,1
因为大莫老师玩绿帽在亚海这图都是单b的,1
好友位是怎么回事,1
前面的说的这个设定被删了，两个游戏在对方的世界观里都是游戏,1
所以最时候新手,1
在亚特兰大,1
好 变身gogo,1
这个闪不是瞬爆，是单向闪,1
设定上没有任何关系吧,1
我被这样干过一次,1
不用说像，这俩英雄的设计师是同一个人,1
还不如直接闪了,1
怎么教学视频里面也在蹲啊大莫老师,1
真有东西啊,1
对面不一定会吃你两箭,1
叛奇怎么闪自己啊大莫老师,1
说白了就是gogo的自助闪,1
烟位的终点就是亚星卓,1
卡牌大师！,1
嗯钓,1
“欸我tp呢？”,1
菲德在有线的时候直接对着线按狗，狗会很快的跑去追这个人,1
但是挺符合英雄的,1
然后就把队友定了,1
拱门瞬闪（确信,1
这英雄萌新记得去自定义或靶场多练练，至少操作熟练流畅了在考虑实战,1
wc,1
那有皮肤对这个技巧说不定有加成）,1
造yi三声,1
造诣还三声呢明明是二声好不好,1
别钓了莫老师,1
你会玩保安吗？你就在那教,1
你不是群一亚星卓吗,1
你前段时间还是和扣飞学的 没梗,1
当初第一次玩sova在这图想玩大招射包点结果忘记高度差全擦头皮打过去了,1
跟打CS一样,1
扣飞 ！萨拉曼达！,1
呆呆鸟根本不躲闪,1
这个分人 紫色正常时候很容易看不到人,1
可以从A2楼飞到包点墙后边,1
电击箭！电击箭！,1
不是跳投吗,1
你也挺有意思的,1
这个位置可以放个打三块才能过来的,1
然而我反应慢  来不及转身,1
冠军赛eg的omen用过,1
还是唐捏,1
人鸟同出,1
厉害点的局才有用，现在国服新手局可以直接传后边,1
我黑铁有看到一个好的小丑真的是贼秀,1
声音怎么这么像瓶子,1
我看见鸟会开枪打鸟QAQ,1
低端局只打我看大的\doge,1
莱纳火,1
我见过一个直接从下水道门口台子跳到球迁变,1
我是不死鸟！,1
。。。谁能觉得传自己后面啊,1
鸟现在不能能打了吗？,1
都是骗高手的，楞逼克人皇,1
造诣（yi）,1
长闪曝炸距离是25m（z键标一下能看自身距离标点的位置），听懂掌声,1
那像我这种反应不过来的是不是先天免疫,1
我去真学到了,1
小王,1
鸟确实好背,1
要距离肯定是要跳的,1
大王,1
声音听着有点像刘子豪啊。,1
最简单方法就是视角朝最底下,1
绝了，今天刚遇到这,1
红色才是互补,1
高闪也可以,1
神tm王八壳子,1
A1高闪来一个,1
可以跳一下再按技能,1
不过即使是这样我枪也会抖一下（悲）,1
我kj就是学大莫老师的！很好用，别人都找不到的,1
刚进来就没绷住,1
我们青铜从来不躲,1
不愧是夜露,1
大招也有类似效果,1
学完已经寄了,1
地平线,1
钱包大家可以试试改建，配合鸟狙一枪身子一枪猎头,1
还好我反应不过来,1
小时候看这集被对面穿烟爆头了,1
不是林克？,1
建议清到1 这样对面拿到的第一时间不会自动换弹,1
？？？？wc你谁啊,1
在我们低端局这招可不行，架点就架一年，队友怎么样跟我没关系,1
这个低端局也没用，都反应不过来背闪的,1
这是谁啊（,1
我艹狂鼠小技巧,1
封面也太像徐涛了,1
有可能牛魔愁冰，还练跑打，这种话都说得出来啊？,1
你真的不是瓶皇小号？,1
穷途莫录,1
打响指召唤omen,1
奠重，孩子,1
都给你唐完了,1
跟我第一次玩一样,1
空6发＝两个niko,1
夜露：按4下匪家包？,1
立了！,1
danking！,1
俩决斗抢着带包,1
奶妈封冰了你火男丢个火不就过去了(,1
两个蓝色小丑的对峙,1
nikoniko,1
byd装备经验球是吧,1
笑的我肚子疼,1
保枪の小曲,1
都5g了还在4g(,1
什么死出,1
玩夜戮玩的（,1
书接上文,1
再听一遍,1
开盖即食,1
一行朱砂到底圈了谁～,1
火男好啥啊 为什么不用火化冰?,1
《膏手》哈哈哈哈哈,1
这颗火的时候没绷住,1
艹里麻里个皮 ~~~,1
，，，,1
公报私仇,1
我觉得是瓦,1
？无畏契约,1
你玩的挺杂呀,1
瓦洛兰特,1
喇叭：↑↓,1
吾虽年迈，箭矢犹锋！,1
笑死我了亚洲巨龙,1
《投桃报李》,1
老niko了,1
go罕见（,1
华强的小曲,1
这么巧哦,1
？什么b动静,1
niko,1
按q释放剑气,1
什么b东,1
两个决斗位挣包是吧,1
按技能召唤敌人,1
一突和二突抢包少见,1
练牛魔,1
up玩的不多 当时还不习惯穿墙丢球 别骂了 会了,1
忍一时越想越气,1
蔚蓝档案,1
灭霸是吧,1
搁着cos Niko呢,1
打响指召唤一个omen,1
出现了！是niko niko niko ni！,1
符合我对蓝色小丑的印象哈哈哈哈,1
伯乐说：,1
有没有切刀召唤敌人,1
劳塔罗 马丁内斯,1
萨日朗,1
woc，ba,1
遇到这种奶妈是真的恶心，队友好心要前顶帮你摸信息你丢个减速除了恶心队友还能恶心谁,1
niko niko ni,1
食堂,1
马,1
我朋友玩夜路也喜欢拿包，而且还喜欢单摸,1
说了小帮手不会骗你的，没打中就是没打中,1
挺有节目,1
算了，本来想笑的，但是我第一次玩也是这样,1
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,1
他真的很喜欢那个技能,1
喜欢刀？,1
NIKO！！！！,1
防队友前压球,1
森林冰火人,1
捏着球不放,1
笑死，根本蚌埠住,1
打响指召唤敌人，还挺酷的,1
虽然很不情愿但我还是想说你没忘过cf吗？,1
不是1米5？,1
是不是给你脸了？敢不敢跟我比划比划,1
好阳光的笑容啊,1
《防队友前压火》,1
膏潮了,1
这不是ba的强化珠吗,1
不是c吗？,1
Niko!,1
石家庄的小曲,1
这个段位从高到低好一点,1
我们瓦罗兰特有自己的墨菲特（骄傲）,1
byd高级强化石是吧,1
这段位不是应该倒放吗,1
什么意思，看不起dan？,1
zunzhong,1
无畏契约是吧,1
白狼之眼看穿一切,1
五星的含金量,1
赢加多挖了佛！,1
还是咱们妈厉害,1
战场奖励是吧,1
3D？,1
影子细节,1
这玩意是岛出来的？,1
羞愧而逃,1
ue号解封了？,1
好一个a大火,1
防队友前压火,1
憨憨凯露,1
不可能吧，无畏没跑呀˃ʍ˂,1
byd四个a是吧,1
弹幕是只知道ow吗这明显瓦,1
2333,1
这下半藏了,1
火男是吧,1
判奇/铁壁,1
残局不压脚步是吧,1
糟糕的动作,1
还得是你妈,1
镜头语音,1
臭鼬和优衣解封了,1
光速整活,1
flash out,1
flashing！,1
臭鼬和UE不是封号了吗,1
拿着CS的枪用着无畏契约的炸弹,1
画质这么高,1
省流：鸟语花香,1
换游戏了，难怪优依和凯露回来了,1
no 乌拉 to run！,1
瓦哒希嘛莫鲁,1
半藏？,1
对不起战队,1
经典火男放墙烧队友,1
walls up！,1
《真·奶妈》,1
举报开挂,1
不太习惯了，怎么没人掉线了？,1
诶酱都哇路,1
不扔龙狙不是很认可,1
猎枭是吧,1
未知不在神秘（搞错游戏了）,1
巨龙盯上你了,1
sova？,1
我去，有呱,1
拔拽扯薅抻掏揪,1
黑猫天天搁这白给是吧,1
兽人队,1
妈妈就是厉害,1
HK416？,1
不是四个A，中门也要看着啊,1
退是因为噶队友被系统踢了（虽然cs要噶俩才会被踢）,1
还是得靠妈,1
瓦,1
谢谢，电已经充满了,1
子弹是从哪里打的，人是从哪里下来的,1
算你跑的快,1
这咋拆？,1
导！,1
在导管？,1
发生这种事情，你我他都有责任。,1
逆战：6,1
byd四a是吧,1
好好好，全去a是吧？b不要了,1
cs;瓦？,1
埃姆杭特！,1
瓦没这图,1
猎栞,1
什么LOL,1
卧槽蓝警的播报音效？,1
妈妈牛X,1
省流：赛博坦语言,1
佩可莉姆动了！！,1
这么快十年过去啦/手动狗头,1
铁内鬼,1
你在干什么,1
连续透视的池沼探测箭,1
csgo？瓦罗兰特！,1
猫猫头不是会转圈吗？,1
好家伙知道雪菲卡直接不带雪菲玩了,1
开了就是开了,1
桀桀桀,1
？她在做什么！？,1
开始引导,1
Scaning ahead ,1
Blinding ,1
Spike planted ,1
Walls up,1
为啥退了,1
这手势？,1
应该是卡拉比丘,1
奇怪的动作,1
和我现在一个表情,1
保枪的小曲,1
我的gh都是技能，,1
当然是星遂,1
怎么起潮鸣了,1
我想要个玉溪,1
烟位就好比lol打野，一逆风了四个队友就都骂你,1
当然是亚星卓doge,1
海神其实很简单，哪里有人封哪里完事,1
事实是不会玩的就等你进,1
没错，就是星邃,1
所以不如海神,1
不过玩这种游戏枪法还是得放在首，,1
p5 BGM辨识度真的高,1
暴雷,1
接风,1
光头强,1
幽影好吧,1
星燧(,1
红狗一绝,1
